DOI,Title,include
10.1037/a0016652,a prospective investigation of the vulnerability of memory for positive and negative emotional scenes to the misinformation effect,no
10.1108/00242531011065091,librarians and controlling disinformation: is multi-literacy instruction the answer?,no
10.1016/j.appdev.2009.11.007,"long-term stability of young children's eyewitness accuracy, suggestibility, and resistance to misinformation",no
10.1002/acp.1784,memory conformity: can eyewitnesses influence each other's memories for an event?,no
10.1029/2012WR012181,could electrical conductivity replace water level in rating curves for alpine streams?,no
10.1093/oxfordhb/9780195375886.003.0014,the dilemma of open sources intelligence: is osint really intelligence?,no
10.1371/journal.pone.0118093,science vs conspiracy: collective narratives in the age of misinformation,no
10.1111/jcom.12165,misinformed about the affordable care act? leveraging certainty to assess the prevalence of misperceptions,no
10.1016/B978-1-85617-746-7.00028-6,emergency planning,no
10.1371/journal.pone.0094093,rising tides or rising stars?: dynamics of shared attention on twitter during media events,no
10.1080/13183222.2014.11009136,the dilemma of group membership in the internet age: public knowledge as preferred misinformation,no
10.1108/S1876-0562(2013)0000008010,mediating culture: media literacy and cultural awareness the representation of race and ethnicity in maya and miguel,no
10.1080/09658211.2013.778291,are co-witnesses special? comparing the influence of co-witness and interviewer misinformation on eyewitness reports,no
10.3197/096327115X14420732702572,is it arrogant to deny climate change or is it arrogant to say it is arrogant? understanding arrogance and cultivating humility in climate change discourse and education,no
10.1016/j.acalib.2015.07.003,"why students share misinformation on social media: motivation, gender, and study-level differences",no
10.3758/BF03193073,how eyewitnesses resist misinformation: social postwarnings and the monitoring of memory characteristics,no
10.1300/J381v07n03_03,medici digerati: the efficacy of the health consumer in digital research and the utility of secondary evaluative resources,no
NA,young adults' contraceptive practices: an investigation of influences.,no
10.1007/BF00310181,misinformation and unexpected change: testing the development of epistemic-state attribution,no
10.1111/j.1365-2923.1986.tb01183.x,sex misinformation and misconceptions among chinese medical students in hong kong,no
10.4324/9780203869390-20,military dimensions of the “people’s war”: insurgency and counter-insurgency in nepal,no
10.1037/h0087198,blinded by emotion? effect of the emotionality of a scene on susceptibility to false memories,no
10.1006/obhd.1995.1045,the influence of social (mis)information on memory for behavior in an employment interview,no
10.1207/S15327027HC1401_5,"women, menopause, and (ms.)information: communication about the climacteric",no
10.1348/000712600161781,memory conformity: exploring misinformation effects when presented by another person,no
10.1207/s15324834basp2803_1,"effects of social-comparative memory feedback on eyewitnesses' identification confidence, suggestibility, and retrospective memory reports",no
10.1002/acp.1145,evidence of metacognitive awareness in young children who have experienced a repeated event,no
10.1111/j.1759-5436.1994.mp25002008.x,natural resource management: the reproduction and use of environmental misinformation in guinea's forest‐savanna transition zone,no
10.1037/0021-9010.80.5.621,the incredible (and sometimes incredulous) child witness: child eyewitnesses' sensitivity to source credibility cues,no
NA,"reproductive and contraceptive knowledge, contraceptive self-efficacy, and contraceptive behavior among teenage women.",no
10.1016/j.cogdev.2004.06.001,age-appropriate cues facilitate source-monitoring and reduce suggestibility in 3- to 7-year-olds,no
NA,collaborative recall reduces the effect of a misleading post event narrative,no
NA,"the chicken and the scorpion: rumor, counternarratives, and the political uses of buddhism",no
10.1080/13825570802420909,counterfeit kulchur,no
NA,the suggestive impact of cognitive illusions on interactive information exchange processes on terrorism,no
10.1080/02560040903016891,"contesting the mechanisms of disinformation, part i. * contemporary developments in latin america: a south african perspective * for part ii, see critical arts 23 (3) 2009",no
10.1016/S0193-3973(99)80054-9,a comparison of suggestibility in 4-year-old girls in response to parental or stranger misinformation,no
10.1080/09658210802623950,don't it make my brown eyes blue: co-witness misinformation about a target's appearance can impair target-absent line-up performance,no
10.1521/soco.2007.25.1.203,"hindsight bias, the misinformation effect, and false autobiographical memories",no
10.1006/ccog.1994.1025,memory: a river runs through it,no
10.1080/02673843.1995.9747780,the profile and treatment of male adolescent sex offenders,no
10.1002/acp.886,mental reinstatement of the misinformation context and the misinformation effect in children and adults,no
10.1300/J455v02n03_04,an exploratory study of selected sexual knowledge and attitudes of indiana adults,no
NA,"eyewitness testimony in civil litigation: retention, suggestion, and misinformation in product identification",no
10.1080/08878730902755523,teacher candidates’ accuracy of beliefs regarding childhood interventions,no
10.1111/j.1745-3984.1985.tb01046.x,multiple‐choice versus free‐response: a simulation study,no
10.1016/j.actpsy.2006.03.009,i saw it for longer than you: the relationship between perceived encoding duration and memory conformity,no
10.1300/J120v35n74_09,"historical fabrications on the internet: recognition, evaluation, and use in bibliographic instruction",no
10.1177/0146621697211006,a comparative study of measures of partial knowledge in multiple-choice tests,no
10.1016/j.actpsy.2007.06.001,i still think it was a banana: memorable 'lies' and forgettable 'truths',no
10.1002/acp.1013,timing moderates the effects of repeated suggestive interviewing on children's eyewitness memory,no
10.1111/0022-3816.00033,misinformation and the currency of democratic citizenship,no
NA,personality correlates of successful biofeedback training,no
10.1080/09658210701363146,"trauma and memory: effects of post-event misinformation, retrieval order, and retention interval",no
10.1080/02602930410001689153,multiple choice and true/false tests: reliability measures and some implications of negative marking,no
10.1002/acp.1301,estimating the effects of misleading information on witness accuracy: can experts tell jurors something they don't already know?,no
10.2190/IC.28.2.d,misinformation effects for psychic readings and belief in the paranormal,no
NA,young women's misinformation concerning it careers: exchanging one negative image for another,no
NA,aids radio triggers.,no
10.1016/S0191-8869(01)00135-0,cognitive and psychosocial correlates of adults' eyewitness accuracy and suggestibility,no
10.1348/026151001166227,memory for an observed event in the presence of prior misinformation: developmental patterns of free recall and identification accuracy,no
